order_number,order_date,product_code,product_line,quantity_ordered,price_each,sales,country,year,month,quarter,continent,region,customer_id,product_id,customer_name,customer_city,customer_country
10416,2005-05-10,S18_1662,Planes,24,100.0,4352.16,Italy,2005,5,2,Europe,Europe,26,22,Jeff Holt,Salford,United Kingdom
10100,2003-01-06,S18_1749,Vintage Cars,30,100.0,5151.0,United States,2003,1,1,North America,Americas,47,23,Maximiliano Peralta,Comanjilla,Mexico
10110,2003-03-18,S18_1749,Vintage Cars,42,100.0,6069.0,United Kingdom,2003,3,1,Europe,Europe,56,23,Prisca Leroy,Wachseldorn,Switzerland
10124,2003-05-21,S18_1749,Vintage Cars,21,100.0,2856.0,United States,2003,5,2,North America,Americas,9,23,Charles Ennis,Minto,Canada
10149,2003-09-12,S18_1749,Vintage Cars,34,100.0,5375.4,United States,2003,9,3,North America,Americas,86,23,Clyde Terry,Laytown-Bettystown-Mornington,Ireland
10162,2003-10-18,S18_1749,Vintage Cars,29,100.0,5176.5,United States,2003,10,4,North America,Americas,43,23,Aada Karvonen,Kemi,Finland
10173,2003-11-05,S18_1749,Vintage Cars,24,100.0,3508.8,Italy,2003,11,4,Europe,Europe,80,23,Dulce Ureña,Cozumel,Mexico
10182,2003-11-12,S18_1749,Vintage Cars,44,100.0,7554.8,United States,2003,11,4,North America,Americas,41,23,Önal Kuzucu,Zonguldak,Turkey
10193,2003-11-21,S18_1749,Vintage Cars,21,100.0,3141.6,Australia,2003,11,4,Oceania,Oceania,85,23,Ildiko Hagel,Hirschhorn (Neckar),Germany
10204,2003-12-02,S18_1749,Vintage Cars,33,100.0,5890.5,United States,2003,12,4,North America,Americas,16,23,Amelia Hale,Oxford,United Kingdom
10214,2004-01-26,S18_1749,Vintage Cars,30,100.0,5967.0,Spain,2004,1,1,Europe,Europe,93,23,Charlotte White,Waterloo,Canada
10227,2004-03-02,S18_1749,Vintage Cars,26,100.0,3712.8,France,2004,3,1,Europe,Europe,39,23,Mason Johnson,Nelson,New Zealand
10241,2004-04-13,S18_1749,Vintage Cars,41,100.0,7597.3,France,2004,4,2,Europe,Europe,65,23,Samuel Roberts,Masterton,New Zealand
10280,2004-08-17,S18_1749,Vintage Cars,26,100.0,3668.6,Italy,2004,8,3,Europe,Europe,40,23,Kriemhild Huppertz,Arnstein,Germany
10288,2004-09-01,S18_1749,Vintage Cars,32,100.0,5875.2,Singapore,2004,9,3,Asia,Asia,86,23,Clyde Terry,Laytown-Bettystown-Mornington,Ireland
10302,2003-10-06,S18_1749,Vintage Cars,43,100.0,7310.0,United Kingdom,2003,10,4,Europe,Europe,53,23,Adrian Long,Huntsville,United States
10312,2004-10-21,S18_1749,Vintage Cars,48,100.0,8078.4,United States,2004,10,4,North America,Americas,42,23,Flavio Zúñiga,Villa Juárez (La Trozada),Mexico
10331,2004-11-17,S18_1749,Vintage Cars,44,74.04,3257.76,United States,2004,11,4,North America,Americas,52,23,Enrique Velasco,San Sebastián de Los Reyes,Spain
10344,2004-11-25,S18_1749,Vintage Cars,45,100.0,7650.0,France,2004,11,4,Europe,Europe,90,23,Linnea Hautala,Toivakka,Finland
10367,2005-01-12,S18_1749,Vintage Cars,37,100.0,4703.81,United States,2005,1,1,North America,Americas,38,23,Leonardo Tafoya,Cerritos de Villa de Pozos,Mexico
10379,2005-02-10,S18_1749,Vintage Cars,39,100.0,5399.55,Spain,2005,2,1,Europe,Europe,71,23,Efe Tekelioğlu,Isparta,Turkey
10407,2005-04-22,S18_1749,Vintage Cars,76,100.0,14082.8,United States,2005,4,2,North America,Americas,17,23,Rocío Villa,San Marcos (Mpio. Tonila),Mexico
10420,2005-05-29,S18_1749,Vintage Cars,37,100.0,5283.6,Australia,2005,5,2,Oceania,Oceania,25,23,Selmo Ribeiro,Rio Claro,Brazil
10108,2003-03-03,S18_1889,Classic Cars,38,82.39,3130.82,Philippines,2003,3,1,Asia,Asia,54,24,Jaydee Van Gasteren,Achttienhoven,Netherlands
10122,2003-05-08,S18_1889,Classic Cars,43,72.38,3112.34,France,2003,5,2,Europe,Europe,86,24,Clyde Terry,Laytown-Bettystown-Mornington,Ireland
10135,2003-07-02,S18_1889,Classic Cars,48,79.31,3806.88,United States,2003,7,3,North America,Americas,49,24,Emily Poulsen,Stoevring,Denmark
10147,2003-09-05,S18_1889,Classic Cars,26,82.39,2142.14,United States,2003,9,3,North America,Americas,87,24,Nihal Kumar,Kakinada,India
10160,2003-10-11,S18_1889,Classic Cars,38,88.55,3364.9,United States,2003,10,4,North America,Americas,96,24,Mileah Folkestad,Sysle,Norway
10170,2003-11-04,S18_1889,Classic Cars,20,63.14,1262.8,Austria,2003,11,4,Europe,Europe,23,24,Mikael Latt,Hamina,Finland
10181,2003-11-12,S18_1889,Classic Cars,22,73.92,1626.24,Norway,2003,11,4,Europe,Europe,79,24,Ronny Roy,Heiligenschwendi,Switzerland
10192,2003-11-20,S18_1889,Classic Cars,45,90.86,4088.7,United States,2003,11,4,North America,Americas,73,24,Pavlina Dacenko,Popasna,Ukraine
10203,2003-12-02,S18_1889,Classic Cars,45,85.47,3846.15,Spain,2003,12,4,Europe,Europe,39,24,Mason Johnson,Nelson,New Zealand
10212,2004-01-16,S18_1889,Classic Cars,20,66.99,1339.8,Spain,2004,1,1,Europe,Europe,52,24,Enrique Velasco,San Sebastián de Los Reyes,Spain
10225,2004-02-22,S18_1889,Classic Cars,47,64.68,3039.96,Switzerland,2004,2,1,Europe,Europe,71,24,Efe Tekelioğlu,Isparta,Turkey
10239,2004-04-12,S18_1889,Classic Cars,46,73.92,3400.32,Finland,2004,4,2,Europe,Europe,1,24,Mihaela Žigić,Gornji Milanovac,Serbia
10253,2004-06-01,S18_1889,Classic Cars,23,83.93,1930.39,United Kingdom,2004,6,2,Europe,Europe,39,24,Mason Johnson,Nelson,New Zealand
10266,2004-07-06,S18_1889,Classic Cars,33,74.69,2464.77,Italy,2004,7,3,Europe,Europe,37,24,Arttu Leppo,Hollola,Finland
10278,2004-08-06,S18_1889,Classic Cars,29,90.86,2634.94,United States,2004,8,3,North America,Americas,27,24,Manuel Kelly,Tweed,Australia
10287,2004-08-30,S18_1889,Classic Cars,44,82.39,3625.16,Switzerland,2004,8,3,Europe,Europe,56,24,Prisca Leroy,Wachseldorn,Switzerland
10300,2003-10-04,S18_1889,Classic Cars,41,92.4,3788.4,Germany,2003,10,4,Europe,Europe,75,24,Slavica Thomsen,Friesland,Germany
10310,2004-10-16,S18_1889,Classic Cars,20,91.63,1832.6,Germany,2004,10,4,Europe,Europe,78,24,Patrick Murray,Wollongong,Australia
10321,2004-11-04,S18_1889,Classic Cars,37,78.54,2905.98,United States,2004,11,4,North America,Americas,84,24,Lenice Cardoso,Patos,Brazil
10329,2004-11-15,S18_1889,Classic Cars,29,100.0,2954.81,United States,2004,11,4,North America,Americas,42,24,Flavio Zúñiga,Villa Juárez (La Trozada),Mexico
10342,2004-11-24,S18_1889,Classic Cars,55,65.45,3599.75,Australia,2004,11,4,Oceania,Oceania,60,24,Eugenia Tafoya,Nuevo Tantoán,Mexico
10363,2005-01-06,S18_1889,Classic Cars,22,100.0,3686.54,Finland,2005,1,1,Europe,Europe,57,24,Stanislava Zhurmani,Nova Kahovka,Ukraine
10377,2005-02-09,S18_1889,Classic Cars,31,67.76,2100.56,Finland,2005,2,1,Europe,Europe,57,24,Stanislava Zhurmani,Nova Kahovka,Ukraine
10389,2005-03-03,S18_1889,Classic Cars,49,79.22,3881.78,Sweden,2005,3,1,Europe,Europe,87,24,Nihal Kumar,Kakinada,India
10405,2005-04-14,S18_1889,Classic Cars,61,73.92,4509.12,France,2005,4,2,Europe,Europe,28,24,Alexis Chan,Cartwright,Canada
10419,2005-05-17,S18_1889,Classic Cars,39,83.93,3273.27,Austria,2005,5,2,Europe,Europe,66,24,Caridad Almonte,José Guadalupe Aguilera,Mexico
10109,2003-03-10,S18_1984,Classic Cars,38,100.0,4432.7,United States,2003,3,1,North America,Americas,61,25,Sheryl Fuller,Shannon,Ireland
10122,2003-05-08,S18_1984,Classic Cars,31,100.0,4100.99,France,2003,5,2,Europe,Europe,95,25,Meral Sandalcı,Malatya,Turkey
10136,2003-07-04,S18_1984,Classic Cars,36,100.0,5274.72,France,2003,7,3,Europe,Europe,22,25,Diana Ray,Kinsale,Ireland
10148,2003-09-11,S18_1984,Classic Cars,25,100.0,4232.0,Australia,2003,9,3,Oceania,Oceania,85,25,Ildiko Hagel,Hirschhorn (Neckar),Germany
10161,2003-10-17,S18_1984,Classic Cars,48,100.0,6145.44,Denmark,2003,10,4,Europe,Europe,11,25,Lejla Arnaud,Villars-sur-Glâne,Switzerland
10171,2003-11-05,S18_1984,Classic Cars,35,100.0,4680.2,Canada,2003,11,4,North America,Americas,37,25,Arttu Leppo,Hollola,Finland
10181,2003-11-12,S18_1984,Classic Cars,21,100.0,3286.08,Norway,2003,11,4,Europe,Europe,66,25,Caridad Almonte,José Guadalupe Aguilera,Mexico
10192,2003-11-20,S18_1984,Classic Cars,47,100.0,7421.3,United States,2003,11,4,North America,Americas,85,25,Ildiko Hagel,Hirschhorn (Neckar),Germany
10204,2003-12-02,S18_1984,Classic Cars,38,100.0,6432.64,United States,2003,12,4,North America,Americas,82,25,Parth Mugeraya,Sasaram,India
10212,2004-01-16,S18_1984,Classic Cars,41,100.0,4840.87,Spain,2004,1,1,Europe,Europe,80,25,Dulce Ureña,Cozumel,Mexico
10226,2004-02-26,S18_1984,Classic Cars,24,100.0,3892.08,United States,2004,2,1,North America,Americas,43,25,Aada Karvonen,Kemi,Finland
10240,2004-04-13,S18_1984,Classic Cars,37,100.0,5526.32,Japan,2004,4,2,Asia,Asia,12,25,Samuel French,Dorchester,Canada
10253,2004-06-01,S18_1984,Classic Cars,33,100.0,4459.62,United Kingdom,2004,6,2,Europe,Europe,97,25,Paola Gauthier,Varen,Switzerland
10266,2004-07-06,S18_1984,Classic Cars,49,100.0,6203.4,Italy,2004,7,3,Europe,Europe,31,25,Arturo Benítez,Castellón de la Plana,Spain
10278,2004-08-06,S18_1984,Classic Cars,29,100.0,3754.05,United States,2004,8,3,North America,Americas,87,25,Nihal Kumar,Kakinada,India
10287,2004-08-30,S18_1984,Classic Cars,24,100.0,3516.48,Switzerland,2004,8,3,Europe,Europe,40,25,Kriemhild Huppertz,Arnstein,Germany
10301,2003-10-05,S18_1984,Classic Cars,47,100.0,7488.04,Norway,2003,10,4,Europe,Europe,29,25,Eeli Keto,Posio,Finland
10310,2004-10-16,S18_1984,Classic Cars,24,100.0,3448.08,Germany,2004,10,4,Europe,Europe,26,25,Jeff Holt,Salford,United Kingdom
10321,2004-11-04,S18_1984,Classic Cars,25,100.0,3734.0,United States,2004,11,4,North America,Americas,19,25,Oğuzhan Balaban,Ağrı,Turkey
10331,2004-11-17,S18_1984,Classic Cars,30,32.47,974.1,United States,2004,11,4,North America,Americas,4,25,Christian Mccoy,Ballybofey-Stranorlar,Ireland
10342,2004-11-24,S18_1984,Classic Cars,22,100.0,3160.74,Australia,2004,11,4,Oceania,Oceania,6,25,Corina Brunet,S-Chanf,Switzerland
10356,2004-12-09,S18_1984,Classic Cars,27,64.69,1746.63,France,2004,12,4,Europe,Europe,32,25,Dalia Benavídez,Monte Escobedo,Mexico
10366,2005-01-10,S18_1984,Classic Cars,34,100.0,4207.84,Belgium,2005,1,1,Europe,Europe,61,25,Sheryl Fuller,Shannon,Ireland
10377,2005-02-09,S18_1984,Classic Cars,36,100.0,4352.76,Finland,2005,2,1,Europe,Europe,79,25,Ronny Roy,Heiligenschwendi,Switzerland
10390,2005-03-04,S18_1984,Classic Cars,34,43.05,1463.7,United States,2005,3,1,North America,Americas,99,25,Adriane Mendes,Garanhuns,Brazil
10406,2005-04-15,S18_1984,Classic Cars,48,100.0,7169.28,Denmark,2005,4,2,Europe,Europe,10,25,Joris Bertrand,Mulhouse,France
10419,2005-05-17,S18_1984,Classic Cars,34,100.0,4594.76,Austria,2005,5,2,Europe,Europe,59,25,Necati Karaduman,Trabzon,Turkey
10104,2003-01-31,S18_2238,Classic Cars,24,100.0,3457.92,Spain,2003,1,1,Europe,Europe,54,26,Jaydee Van Gasteren,Achttienhoven,Netherlands
10115,2003-04-04,S18_2238,Classic Cars,46,100.0,7381.16,United States,2003,4,2,North America,Americas,81,26,Anders Sanne,Hægeland,Norway
10127,2003-06-03,S18_2238,Classic Cars,45,100.0,7146.9,United States,2003,6,2,North America,Americas,74,26,Elias Jørgensen,Aarhus N,Denmark
10141,2003-08-01,S18_2238,Classic Cars,39,100.0,5938.53,Finland,2003,8,3,Europe,Europe,25,26,Selmo Ribeiro,Rio Claro,Brazil
10151,2003-09-21,S18_2238,Classic Cars,43,100.0,7110.91,Finland,2003,9,3,Europe,Europe,92,26,Aatu Makela,Sauvo,Finland
10165,2003-10-22,S18_2238,Classic Cars,29,100.0,5032.95,Singapore,2003,10,4,Asia,Asia,90,26,Linnea Hautala,Toivakka,Finland
10176,2003-11-06,S18_2238,Classic Cars,20,100.0,3667.6,Italy,2003,11,4,Europe,Europe,50,26,Julie Sims,Carlisle,United Kingdom
10184,2003-11-14,S18_2238,Classic Cars,46,100.0,7381.16,Spain,2003,11,4,Europe,Europe,64,26,Charlie Grewal,Tecumseh,Canada
10195,2003-11-25,S18_2238,Classic Cars,27,100.0,5128.11,United States,2003,11,4,North America,Americas,52,26,Enrique Velasco,San Sebastián de Los Reyes,Spain
10207,2003-12-09,S18_2238,Classic Cars,44,100.0,7060.24,United States,2003,12,4,North America,Americas,32,26,Dalia Benavídez,Monte Escobedo,Mexico
10219,2004-02-10,S18_2238,Classic Cars,43,100.0,8448.64,United States,2004,2,1,North America,Americas,19,26,Oğuzhan Balaban,Ağrı,Turkey
10230,2004-03-15,S18_2238,Classic Cars,49,100.0,7300.51,Germany,2004,3,1,Europe,Europe,84,26,Lenice Cardoso,Patos,Brazil
10246,2004-05-05,S18_2238,Classic Cars,40,100.0,6549.2,Spain,2004,5,2,Europe,Europe,89,26,Nixon Brown,Invercargill,New Zealand
10259,2004-06-15,S18_2238,Classic Cars,30,100.0,5697.9,Singapore,2004,6,2,Asia,Asia,1,26,Mihaela Žigić,Gornji Milanovac,Serbia
10271,2004-07-20,S18_2238,Classic Cars,50,100.0,9169.0,United States,2004,7,3,North America,Americas,97,26,Paola Gauthier,Varen,Switzerland
10282,2004-08-20,S18_2238,Classic Cars,23,100.0,3238.63,United States,2004,8,3,North America,Americas,99,26,Adriane Mendes,Garanhuns,Brazil
10292,2004-09-08,S18_2238,Classic Cars,26,100.0,4554.94,United States,2004,9,3,North America,Americas,14,26,Sofia Sørensen,Beder,Denmark
10305,2004-10-13,S18_2238,Classic Cars,27,100.0,3934.44,United States,2004,10,4,North America,Americas,100,26,Bertram Thomsen,V.Skerninge,Denmark
10314,2004-10-22,S18_2238,Classic Cars,42,100.0,5776.26,Denmark,2004,10,4,Europe,Europe,55,26,Ralph Meyer,Columbia,United States
10324,2004-11-05,S18_2238,Classic Cars,47,100.0,7207.45,United States,2004,11,4,North America,Americas,29,26,Eeli Keto,Posio,Finland
10336,2004-11-20,S18_2238,Classic Cars,49,100.0,7460.74,France,2004,11,4,Europe,Europe,23,26,Mikael Latt,Hamina,Finland
10349,2004-12-01,S18_2238,Classic Cars,38,100.0,6719.54,United States,2004,12,4,North America,Americas,90,26,Linnea Hautala,Toivakka,Finland
10358,2004-12-10,S18_2238,Classic Cars,20,100.0,2428.0,Spain,2004,12,4,Europe,Europe,67,26,Lucas Pelletier,New Glasgow,Canada
10371,2005-01-23,S18_2238,Classic Cars,25,100.0,2602.25,United States,2005,1,1,North America,Americas,60,26,Eugenia Tafoya,Nuevo Tantoán,Mexico
10382,2005-02-17,S18_2238,Classic Cars,25,88.0,2200.0,United States,2005,2,1,North America,Americas,7,26,اميرمحمد صدر,نجف‌آباد,Iran
10412,2005-05-03,S18_2238,Classic Cars,41,100.0,6712.93,Spain,2005,5,2,Europe,Europe,72,26,Feliciano Fernandes,Crato,Brazil
10425,2005-05-31,S18_2238,Classic Cars,28,100.0,5318.04,France,2005,5,2,Europe,Europe,32,26,Dalia Benavídez,Monte Escobedo,Mexico
10100,2003-01-06,S18_2248,Vintage Cars,50,67.8,3390.0,United States,2003,1,1,North America,Americas,16,27,Amelia Hale,Oxford,United Kingdom
10110,2003-03-18,S18_2248,Vintage Cars,32,50.25,1608.0,United Kingdom,2003,3,1,Europe,Europe,59,27,Necati Karaduman,Trabzon,Turkey
10124,2003-05-21,S18_2248,Vintage Cars,42,53.88,2262.96,United States,2003,5,2,North America,Americas,18,27,Roope Niemela,Ylitornio,Finland
10149,2003-09-12,S18_2248,Vintage Cars,24,62.36,1496.64,United States,2003,9,3,North America,Americas,60,27,Eugenia Tafoya,Nuevo Tantoán,Mexico
10162,2003-10-18,S18_2248,Vintage Cars,27,69.62,1879.74,United States,2003,10,4,North America,Americas,86,27,Clyde Terry,Laytown-Bettystown-Mornington,Ireland
10173,2003-11-05,S18_2248,Vintage Cars,26,57.51,1495.26,Italy,2003,11,4,Europe,Europe,68,27,Lukas Picard,Vitry-sur-Seine,France
10182,2003-11-12,S18_2248,Vintage Cars,38,61.15,2323.7,United States,2003,11,4,North America,Americas,72,27,Feliciano Fernandes,Crato,Brazil
10193,2003-11-21,S18_2248,Vintage Cars,42,59.33,2491.86,Australia,2003,11,4,Oceania,Oceania,77,27,Debra Kim,York,United Kingdom
10204,2003-12-02,S18_2248,Vintage Cars,23,71.44,1643.12,United States,2003,12,4,North America,Americas,41,27,Önal Kuzucu,Zonguldak,Turkey
10214,2004-01-26,S18_2248,Vintage Cars,21,62.96,1322.16,Spain,2004,1,1,Europe,Europe,97,27,Paola Gauthier,Varen,Switzerland
10227,2004-03-02,S18_2248,Vintage Cars,28,50.85,1423.8,France,2004,3,1,Europe,Europe,57,27,Stanislava Zhurmani,Nova Kahovka,Ukraine
10241,2004-04-13,S18_2248,Vintage Cars,33,72.65,2397.45,France,2004,4,2,Europe,Europe,79,27,Ronny Roy,Heiligenschwendi,Switzerland
10280,2004-08-17,S18_2248,Vintage Cars,25,62.96,1574.0,Italy,2004,8,3,Europe,Europe,93,27,Charlotte White,Waterloo,Canada
10288,2004-09-01,S18_2248,Vintage Cars,28,61.75,1729.0,Singapore,2004,9,3,Asia,Asia,65,27,Samuel Roberts,Masterton,New Zealand
10303,2004-10-06,S18_2248,Vintage Cars,46,49.04,2255.84,Spain,2004,10,4,Europe,Europe,55,27,Ralph Meyer,Columbia,United States
10312,2004-10-21,S18_2248,Vintage Cars,30,61.15,1834.5,United States,2004,10,4,North America,Americas,71,27,Efe Tekelioğlu,Isparta,Turkey
10332,2004-11-17,S18_2248,Vintage Cars,38,84.25,3201.5,United Kingdom,2004,11,4,Europe,Europe,58,27,Sessa Guevara,La Concordia (Rosita),Mexico
10344,2004-11-25,S18_2248,Vintage Cars,40,56.91,2276.4,France,2004,11,4,Europe,Europe,21,27,Roberto Green,Hervey Bay,Australia
10367,2005-01-12,S18_2248,Vintage Cars,45,100.0,8884.8,United States,2005,1,1,North America,Americas,96,27,Mileah Folkestad,Sysle,Norway
10379,2005-02-10,S18_2248,Vintage Cars,27,49.3,1331.1,Spain,2005,2,1,Europe,Europe,61,27,Sheryl Fuller,Shannon,Ireland
10407,2005-04-22,S18_2248,Vintage Cars,42,72.65,3051.3,United States,2005,4,2,North America,Americas,58,27,Sessa Guevara,La Concordia (Rosita),Mexico
10420,2005-05-29,S18_2248,Vintage Cars,36,63.57,2288.52,Australia,2005,5,2,Oceania,Oceania,34,27,Cathriona Campbell,Birr,Ireland
10104,2003-01-31,S18_2319,Trucks and Buses,29,100.0,3772.61,Spain,2003,1,1,Europe,Europe,97,28,Paola Gauthier,Varen,Switzerland
10114,2003-04-01,S18_2319,Trucks and Buses,39,100.0,4164.42,France,2003,4,2,Europe,Europe,32,28,Dalia Benavídez,Monte Escobedo,Mexico
10127,2003-06-03,S18_2319,Trucks and Buses,45,100.0,6295.95,United States,2003,6,2,North America,Americas,82,28,Parth Mugeraya,Sasaram,India
10141,2003-08-01,S18_2319,Trucks and Buses,47,100.0,6287.66,Finland,2003,8,3,Europe,Europe,36,28,Evangelino Lopes,Barbacena,Brazil
10151,2003-09-21,S18_2319,Trucks and Buses,49,100.0,5412.54,Finland,2003,9,3,Europe,Europe,99,28,Adriane Mendes,Garanhuns,Brazil
10165,2003-10-22,S18_2319,Trucks and Buses,46,100.0,5984.14,Singapore,2003,10,4,Asia,Asia,100,28,Bertram Thomsen,V.Skerninge,Denmark
10175,2003-11-06,S18_2319,Trucks and Buses,48,100.0,5891.04,United Kingdom,2003,11,4,Europe,Europe,67,28,Lucas Pelletier,New Glasgow,Canada
10184,2003-11-14,S18_2319,Trucks and Buses,46,100.0,5984.14,Spain,2003,11,4,Europe,Europe,63,28,Vetle Nazari,Sneltvedt,Norway
10195,2003-11-25,S18_2319,Trucks and Buses,35,100.0,3608.15,United States,2003,11,4,North America,Americas,81,28,Anders Sanne,Hægeland,Norway
10207,2003-12-09,S18_2319,Trucks and Buses,43,100.0,5752.54,United States,2003,12,4,North America,Americas,31,28,Arturo Benítez,Castellón de la Plana,Spain
10229,2004-03-11,S18_2319,Trucks and Buses,26,100.0,3765.32,United States,2004,3,1,North America,Americas,36,28,Evangelino Lopes,Barbacena,Brazil
10246,2004-05-05,S18_2319,Trucks and Buses,22,98.18,2159.96,Spain,2004,5,2,Europe,Europe,57,28,Stanislava Zhurmani,Nova Kahovka,Ukraine
10259,2004-06-15,S18_2319,Trucks and Buses,34,99.41,3379.94,Singapore,2004,6,2,Asia,Asia,10,28,Joris Bertrand,Mulhouse,France
10271,2004-07-20,S18_2319,Trucks and Buses,50,100.0,5093.5,United States,2004,7,3,North America,Americas,92,28,Aatu Makela,Sauvo,Finland
10281,2004-08-19,S18_2319,Trucks and Buses,48,100.0,5773.44,United States,2004,8,3,North America,Americas,37,28,Arttu Leppo,Hollola,Finland
10292,2004-09-08,S18_2319,Trucks and Buses,41,100.0,4528.86,United States,2004,9,3,North America,Americas,31,28,Arturo Benítez,Castellón de la Plana,Spain
10305,2004-10-13,S18_2319,Trucks and Buses,36,100.0,4816.08,United States,2004,10,4,North America,Americas,35,28,Madison Diaz,Sunshine Coast,Australia
10313,2004-10-22,S18_2319,Trucks and Buses,29,100.0,3416.78,Canada,2004,10,4,North America,Americas,43,28,Aada Karvonen,Kemi,Finland
10324,2004-11-05,S18_2319,Trucks and Buses,33,37.48,1236.84,United States,2004,11,4,North America,Americas,41,28,Önal Kuzucu,Zonguldak,Turkey
10334,2004-11-19,S18_2319,Trucks and Buses,46,100.0,5814.86,Sweden,2004,11,4,Europe,Europe,70,28,Roksolana Soyka,Kalinivka,Ukraine
10349,2004-12-01,S18_2319,Trucks and Buses,38,100.0,5223.48,United States,2004,12,4,North America,Americas,11,28,Lejla Arnaud,Villars-sur-Glâne,Switzerland
10358,2004-12-10,S18_2319,Trucks and Buses,20,36.42,728.4,Spain,2004,12,4,Europe,Europe,18,28,Roope Niemela,Ylitornio,Finland
10370,2005-01-20,S18_2319,Trucks and Buses,22,100.0,3949.0,Australia,2005,1,1,Oceania,Oceania,20,28,غزل یاسمی,رشت,Iran
10383,2005-02-22,S18_2319,Trucks and Buses,27,100.0,3843.99,Spain,2005,2,1,Europe,Europe,30,28,Odete Silva,Cascavel,Brazil
10412,2005-05-03,S18_2319,Trucks and Buses,56,98.18,5498.08,Spain,2005,5,2,Europe,Europe,50,28,Julie Sims,Carlisle,United Kingdom
10425,2005-05-31,S18_2319,Trucks and Buses,38,99.41,3777.58,France,2005,5,2,Europe,Europe,89,28,Nixon Brown,Invercargill,New Zealand
10101,2003-01-09,S18_2325,Vintage Cars,25,100.0,3782.0,Germany,2003,1,1,Europe,Europe,20,29,غزل یاسمی,رشت,Iran
10110,2003-03-18,S18_2325,Vintage Cars,33,100.0,3859.68,United Kingdom,2003,3,1,Europe,Europe,91,29,Claire Gaillard,Nancy,France
10124,2003-05-21,S18_2325,Vintage Cars,42,100.0,4431.84,United States,2003,5,2,North America,Americas,28,29,Alexis Chan,Cartwright,Canada
10149,2003-09-12,S18_2325,Vintage Cars,33,100.0,4950.33,United States,2003,9,3,North America,Americas,9,29,Charles Ennis,Minto,Canada
10162,2003-10-18,S18_2325,Vintage Cars,38,100.0,4299.7,United States,2003,10,4,North America,Americas,54,29,Jaydee Van Gasteren,Achttienhoven,Netherlands
10173,2003-11-05,S18_2325,Vintage Cars,31,100.0,4492.83,Italy,2003,11,4,Europe,Europe,53,29,Adrian Long,Huntsville,United States
10182,2003-11-12,S18_2325,Vintage Cars,20,100.0,2212.0,United States,2003,11,4,North America,Americas,43,29,Aada Karvonen,Kemi,Finland
10193,2003-11-21,S18_2325,Vintage Cars,44,100.0,4642.88,Australia,2003,11,4,Oceania,Oceania,70,29,Roksolana Soyka,Kalinivka,Ukraine
10204,2003-12-02,S18_2325,Vintage Cars,26,100.0,3206.32,United States,2003,12,4,North America,Americas,60,29,Eugenia Tafoya,Nuevo Tantoán,Mexico
10214,2004-01-26,S18_2325,Vintage Cars,27,100.0,3604.23,Spain,2004,1,1,Europe,Europe,54,29,Jaydee Van Gasteren,Achttienhoven,Netherlands
10227,2004-03-02,S18_2325,Vintage Cars,46,100.0,7017.76,France,2004,3,1,Europe,Europe,8,29,Pierre-Alain Bonnet,Bettingen,Switzerland
10243,2004-04-26,S18_2325,Vintage Cars,47,100.0,6154.18,United States,2004,4,2,North America,Americas,27,29,Manuel Kelly,Tweed,Australia
10280,2004-08-17,S18_2325,Vintage Cars,37,100.0,4750.8,Italy,2004,8,3,Europe,Europe,54,29,Jaydee Van Gasteren,Achttienhoven,Netherlands
10288,2004-09-01,S18_2325,Vintage Cars,31,100.0,3822.92,Singapore,2004,9,3,Asia,Asia,50,29,Julie Sims,Carlisle,United Kingdom
10304,2004-10-11,S18_2325,Vintage Cars,24,100.0,2440.8,France,2004,10,4,Europe,Europe,99,29,Adriane Mendes,Garanhuns,Brazil
10312,2004-10-21,S18_2325,Vintage Cars,31,100.0,4729.36,United States,2004,10,4,North America,Americas,75,29,Slavica Thomsen,Friesland,Germany
10322,2004-11-04,S18_2325,Vintage Cars,50,100.0,12536.5,United States,2004,11,4,North America,Americas,90,29,Linnea Hautala,Toivakka,Finland
10332,2004-11-17,S18_2325,Vintage Cars,35,64.69,2264.15,United Kingdom,2004,11,4,Europe,Europe,3,29,María José Cedillo,Guadalupe Distrito Bravos,Mexico
10344,2004-11-25,S18_2325,Vintage Cars,30,100.0,3928.2,France,2004,11,4,Europe,Europe,98,29,Evdokija Šakić,Ljubovija,Serbia
10356,2004-12-09,S18_2325,Vintage Cars,29,100.0,3630.22,France,2004,12,4,Europe,Europe,74,29,Elias Jørgensen,Aarhus N,Denmark
10367,2005-01-12,S18_2325,Vintage Cars,27,100.0,4196.07,United States,2005,1,1,North America,Americas,49,29,Emily Poulsen,Stoevring,Denmark
10380,2005-02-16,S18_2325,Vintage Cars,40,100.0,4931.6,Spain,2005,2,1,Europe,Europe,62,29,Lucie Berger,Le Mans,France
10390,2005-03-04,S18_2325,Vintage Cars,31,98.99,3068.69,United States,2005,3,1,North America,Americas,1,29,Mihaela Žigić,Gornji Milanovac,Serbia
10409,2005-04-23,S18_2325,Vintage Cars,6,100.0,785.64,Singapore,2005,4,2,Asia,Asia,46,29,Elaine Gonzalez,Anchorage,United States
10420,2005-05-29,S18_2325,Vintage Cars,45,100.0,4977.0,Australia,2005,5,2,Oceania,Oceania,39,29,Mason Johnson,Nelson,New Zealand
10103,2003-01-29,S18_2432,Trucks and Buses,22,54.09,1189.98,Norway,2003,1,1,Europe,Europe,97,30,Paola Gauthier,Varen,Switzerland
